task_id,client_folder_name,task_name,status,trainer_user_id,actual_video_duration,final_duration_secs,task_overlap_count,overlap_severity,segment_a_array_index,segment_a_phase_index,segment_a_start,segment_a_end,segment_a_start_sec,segment_a_end_sec,segment_b_array_index,segment_b_phase_index,segment_b_start,segment_b_end,segment_b_start_sec,segment_b_end_sec,overlap_start_sec,overlap_end_sec,overlap_seconds,segment_a_caption,segment_b_caption
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,critical,6,6,00:27.933,00:59.567,27.933,59.567,7,7,00:34.000,00:39.000,34.000,39.000,34.000,39.000,5.000,"Both hands reach to the left and pick up a pink napkin from the pile of colorful napkins, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table beside the folded yellow napkin and withdraw.",Both hands grasp the bottom edge of the pink napkin and fold it upwards twice to meet in the middle on the table.
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,critical,6,6,00:27.933,00:59.567,27.933,59.567,8,8,00:39.000,00:44.000,39.000,44.000,39.000,44.000,5.000,"Both hands reach to the left and pick up a pink napkin from the pile of colorful napkins, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table beside the folded yellow napkin and withdraw.",The right hand lifts the folded pink napkin and places it onto the stack of folded napkins on the table while the left hand rests idle.
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,20,20,01:31.533,02:02.767,91.533,122.767,23,23,01:43.834,01:48.750,103.834,108.750,103.834,108.750,4.916,"Both hands reach to the left and pick up a green napkin from the table, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table on top of the folded yellow napkin and the folded pink one and withdraw.","Both hands fold the green napkin, lift it, and place it onto the stack of folded napkins on the table."
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,20,20,01:31.533,02:02.767,91.533,122.767,22,22,01:39.000,01:43.834,99.000,103.834,99.000,103.834,4.834,"Both hands reach to the left and pick up a green napkin from the table, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table on top of the folded yellow napkin and the folded pink one and withdraw.",Both hands smooth the green napkin flat on the table and fold its top half down to the bottom edge.
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,13,13,00:59.567,01:31.533,59.567,91.533,16,16,01:13.333,01:18.166,73.333,78.166,73.333,78.166,4.833,"Both hands reach to the left and pick up a yellow napkin from the pile of colorful napkins, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table beside the folded pink napkin and withdraw.",Both hands grasp the side edges of the green napkin and fold them inwards to the center on the table.
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,13,13,00:59.567,01:31.533,59.567,91.533,19,19,01:26.333,01:31.166,86.333,91.166,86.333,91.166,4.833,"Both hands reach to the left and pick up a yellow napkin from the pile of colorful napkins, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table beside the folded pink napkin and withdraw.",Both hands smooth the green napkin flat on the table and fold its top half down to the bottom edge.
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,20,20,01:31.533,02:02.767,91.533,122.767,25,25,01:51.667,01:56.500,111.667,116.500,111.667,116.500,4.833,"Both hands reach to the left and pick up a green napkin from the table, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table on top of the folded yellow napkin and the folded pink one and withdraw.",Both hands smooth the green napkin flat on the table and fold its side edges inwards.
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,28,28,02:02.767,02:33.000,122.767,153.000,31,31,02:16.667,02:21.454,136.667,141.454,136.667,141.454,4.787,"Both hands reach to the left and pick up a green napkin from the table, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table on top of the folded yellow napkin and the folded pink one, beside the folded green napkin, and withdraw.",Both hands fold the side edges of the green napkin inwards and smooth the fabric flat on the table.
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,0,0,00:00.000,00:27.933,0.000,27.933,3,3,00:17.000,00:20.333,17.000,20.333,17.000,20.333,3.333,"Both hands reach for and pick up a yellow napkin from the pile of colorful napkins, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table and withdraw.","Both hands grasp a green napkin from the pile of colorful napkins, pull it open, and spread it flat on the table."
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,6,6,00:27.933,00:59.567,27.933,59.567,9,9,00:44.000,00:47.333,44.000,47.333,44.000,47.333,3.333,"Both hands reach to the left and pick up a pink napkin from the pile of colorful napkins, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table beside the folded yellow napkin and withdraw.","The right hand grasps a pink napkin from the table, lifts it, and lays it flat on the table while the left hand rests idle."
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,20,20,01:31.533,02:02.767,91.533,122.767,21,21,01:36.050,01:39.000,96.050,99.000,96.050,99.000,2.950,"Both hands reach to the left and pick up a green napkin from the table, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table on top of the folded yellow napkin and the folded pink one and withdraw.","Both hands reach toward the pile of unfolded napkins, grasp a green napkin, move it to the center of the table, and lay it flat."
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,20,20,01:31.533,02:02.767,91.533,122.767,24,24,01:48.750,01:51.667,108.750,111.667,108.750,111.667,2.917,"Both hands reach to the left and pick up a green napkin from the table, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table on top of the folded yellow napkin and the folded pink one and withdraw.","Both hands reach toward the pile of unfolded napkins, grasp a green napkin, carry it to the center of the table, and lay it flat."
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,13,13,00:59.567,01:31.533,59.567,91.533,18,18,01:23.550,01:26.333,83.550,86.333,83.550,86.333,2.783,"Both hands reach to the left and pick up a yellow napkin from the pile of colorful napkins, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table beside the folded pink napkin and withdraw.","Both hands reach toward the pile of unfolded napkins, grasp a green napkin, lift it to the center of the table, and lay it flat."
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,5,5,00:25.666,00:30.500,25.666,30.500,6,6,00:27.933,00:59.567,27.933,59.567,27.933,30.500,2.567,"Both hands fold the right edge of the green napkin to the left twice to complete the fold, and the left hand reaches for a pink napkin.","Both hands reach to the left and pick up a pink napkin from the pile of colorful napkins, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table beside the folded yellow napkin and withdraw."
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,0,0,00:00.000,00:27.933,0.000,27.933,5,5,00:25.666,00:30.500,25.666,30.500,25.666,27.933,2.267,"Both hands reach for and pick up a yellow napkin from the pile of colorful napkins, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table and withdraw.","Both hands fold the right edge of the green napkin to the left twice to complete the fold, and the left hand reaches for a pink napkin."
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,13,13,00:59.567,01:31.533,59.567,91.533,15,15,01:11.083,01:13.333,71.083,73.333,71.083,73.333,2.250,"Both hands reach to the left and pick up a yellow napkin from the pile of colorful napkins, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table beside the folded pink napkin and withdraw.","The right hand reaches out, grasps a green napkin from the pile, lifts it, and lays it flat on the table while the left hand remains idle."
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,28,28,02:02.767,02:33.000,122.767,153.000,30,30,02:14.417,02:16.667,134.417,136.667,134.417,136.667,2.250,"Both hands reach to the left and pick up a green napkin from the table, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table on top of the folded yellow napkin and the folded pink one, beside the folded green napkin, and withdraw.","Both hands reach toward a green napkin, grasp it, pull it to the center of the table, and lay it flat."
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,6,6,00:27.933,00:59.567,27.933,59.567,12,12,00:57.600,01:00.667,57.600,60.667,57.600,59.567,1.967,"Both hands reach to the left and pick up a pink napkin from the pile of colorful napkins, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table beside the folded yellow napkin and withdraw.","The right hand reaches towards the pile, grasps a green napkin, lifts it, and lays it flat on the table while the left hand rests idle."
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,27,27,02:02.083,02:04.333,122.083,124.333,28,28,02:02.767,02:33.000,122.767,153.000,122.767,124.333,1.566,"Both hands reach toward a green napkin on the table, grasp it, pull it toward the center, and lay it flat.","Both hands reach to the left and pick up a green napkin from the table, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table on top of the folded yellow napkin and the folded pink one, beside the folded green napkin, and withdraw."
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,high,12,12,00:57.600,01:00.667,57.600,60.667,13,13,00:59.567,01:31.533,59.567,91.533,59.567,60.667,1.100,"The right hand reaches towards the pile, grasps a green napkin, lifts it, and lays it flat on the table while the left hand rests idle.","Both hands reach to the left and pick up a yellow napkin from the pile of colorful napkins, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table beside the folded pink napkin and withdraw."
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,f7d9b126-1357-4d84-a3c4-e47dab35becf,fold and place table napkins,SUBMITTED,5188,146.84,146.84,31,medium,20,20,01:31.533,02:02.767,91.533,122.767,27,27,02:02.083,02:04.333,122.083,124.333,122.083,122.767,0.684,"Both hands reach to the left and pick up a green napkin from the table, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table on top of the folded yellow napkin and the folded pink one and withdraw.","Both hands reach toward a green napkin on the table, grasp it, pull it toward the center, and lay it flat."
019e1288-2ff0-7da9-be0c-bc9d88328ead,da3cc344-1d29-423e-bc85-db03a55b0d05,fold napkin into flower,SUBMITTED,5294,199.567,199.567,21,critical,20,20,02:38.667,03:19.567,158.667,199.567,23,23,03:05.750,03:19.567,185.750,199.567,185.750,199.567,13.817,"The left hand slide the yellow napkin on the white table,while the right hand reaches for the yellow napkin, both  hands spread it on the white table,fold the yellow napkin into triangular shape,adjust the edges, the right hand fold the bottom right edge while left hand rests on yellow napkin,the left hand grasps and fold  the bottom left edge while right hand rests on the folded right edge,both hands rotates the the folded edges to the left side,both hands fold the buttom edge into rolls,right hand holds the folded roll  and rotates the napkin  to the right while the left hand remains idle, the left hand roll the bottom folded edge with the help of right hand thumb,both hands fold the rolls together,adjust the folded rolls,hold the yellow napkin up,flip it over on the white table and roll the rolled side upwards halfway,rotate the yellow napkin on the white table and  hold up the yellow napkin while the edge  slightly touching the white table,the right hand adjusts the right rolled side while left hand holds the yellow napkin,the left hand side adjusts the left rolled side while the right hand holds the yellow napkin,both hand hold the yellow napkin in a heart shape and place it on the pale yellow dish.","Both hands reach into the center of the folded yellow napkin, extract inner flaps outward to the sides, and press them flat on the white table to shape the petals."
019e1288-2ff0-7da9-be0c-bc9d88328ead,da3cc344-1d29-423e-bc85-db03a55b0d05,fold napkin into flower,SUBMITTED,5294,199.567,199.567,21,critical,20,20,02:38.667,03:19.567,158.667,199.567,21,21,02:47.333,02:59.333,167.333,179.333,167.333,179.333,12.000,"The left hand slide the yellow napkin on the white table,while the right hand reaches for the yellow napkin, both  hands spread it on the white table,fold the yellow napkin into triangular shape,adjust the edges, the right hand fold the bottom right edge while left hand rests on yellow napkin,the left hand grasps and fold  the bottom left edge while right hand rests on the folded right edge,both hands rotates the the folded edges to the left side,both hands fold the buttom edge into rolls,right hand holds the folded roll  and rotates the napkin  to the right while the left hand remains idle, the left hand roll the bottom folded edge with the help of right hand thumb,both hands fold the rolls together,adjust the folded rolls,hold the yellow napkin up,flip it over on the white table and roll the rolled side upwards halfway,rotate the yellow napkin on the white table and  hold up the yellow napkin while the edge  slightly touching the white table,the right hand adjusts the right rolled side while left hand holds the yellow napkin,the left hand side adjusts the left rolled side while the right hand holds the yellow napkin,both hand hold the yellow napkin in a heart shape and place it on the pale yellow dish.","The right hand folds the four corners of the flat yellow napkin into the center to create a smaller square, and repeats the process with the new corners."
019e1288-2ff0-7da9-be0c-bc9d88328ead,da3cc344-1d29-423e-bc85-db03a55b0d05,fold napkin into flower,SUBMITTED,5294,199.567,199.567,21,critical,15,15,01:57.333,02:38.667,117.333,158.667,17,17,02:11.222,02:23.000,131.222,143.000,131.222,143.000,11.778,"Both hands slide yellow napkin on the white table,spread it on the white table,fold the yellow napkin into triangular shape,the right hand fold the bottom right edge while left hand rests on yellow napkin,the left hand grasps and fold  the bottom left edge while right hand rests on the folded right edge,both hands rotates the the folded edges to the left side,both hands fold the buttom edge into rolls,right hand holds the folded roll  and rotates the napkin  to the right while the left hand remains idle, the left hand roll the bottom folded edge with the help of right hand thumb,both hands fold the rolls together,adjust the folded rolls,hold the yellow napkin up,flip it over on the white table and roll the rolled side upwards halfway,rotate the yellow napkin on the white table and  hold up the yellow napkin while the edge  slightly touching the white table,the right hand adjusts the right rolled side while left hand holds the yellow napkin,the left hand side adjusts the left rolled side while the right hand holds the yellow napkin,both hand hold the yellow napkin in a heart shape and place it on the pale yellow dish.","Both hands fold the remaining corners of the yellow napkin into the center to form a square, grasp the folded napkin, and flip it over onto the white table."
019e1288-2ff0-7da9-be0c-bc9d88328ead,da3cc344-1d29-423e-bc85-db03a55b0d05,fold napkin into flower,SUBMITTED,5294,199.567,199.567,21,critical,7,7,00:38.667,01:16.000,38.667,76.000,8,8,00:43.667,00:54.667,43.667,54.667,43.667,54.667,11.000,"The right hand grasps yellow napkin from the white table while left hand reaches the napkin,the right hand drops the yellow napkin while left hand grasps yellow napkin,the right hand holds yellow napkin while the left hand push back yellow napkin on the white table , both hands  spread it on the white table and adjust edges,fold the yellow napkin into triangular shape,the right hand grasps and fold the bottom right edge while left hand rests on yellow napkin,the left hand grasps and fold  the bottom left edge while right hand rests on the folded right edge,both hands rotates the the folded edges to the left side,both hands fold the buttom edge into rolls,right hand holds the folded roll  while the left hand  roll the top folded edge,both hands fold the rolls together,adjust the folded rolls,hold the yellow napkin up,flip it over on the white table and roll the rolled side upwards halfway,rotates the yellow napkin on the white table and  hold up the yellow napkin while the edge  slightly touching the white table  ,the right hand adjusts the right rolled side while left hand holds the yellow napkin  ,the left hand side adjusts the left rolled side while the right hand holds the yellow napkin,both hand hold the yellow napkin in a heart shape and place it on the pale yellow dish.",The right hand pulls two folded corners out from underneath the yellow napkin while the left hand presses the center of the napkin steady on the white table.
019e1288-2ff0-7da9-be0c-bc9d88328ead,da3cc344-1d29-423e-bc85-db03a55b0d05,fold napkin into flower,SUBMITTED,5294,199.567,199.567,21,critical,7,7,00:38.667,01:16.000,38.667,76.000,9,9,00:54.667,01:05.500,54.667,65.500,54.667,65.500,10.833,"The right hand grasps yellow napkin from the white table while left hand reaches the napkin,the right hand drops the yellow napkin while left hand grasps yellow napkin,the right hand holds yellow napkin while the left hand push back yellow napkin on the white table , both hands  spread it on the white table and adjust edges,fold the yellow napkin into triangular shape,the right hand grasps and fold the bottom right edge while left hand rests on yellow napkin,the left hand grasps and fold  the bottom left edge while right hand rests on the folded right edge,both hands rotates the the folded edges to the left side,both hands fold the buttom edge into rolls,right hand holds the folded roll  while the left hand  roll the top folded edge,both hands fold the rolls together,adjust the folded rolls,hold the yellow napkin up,flip it over on the white table and roll the rolled side upwards halfway,rotates the yellow napkin on the white table and  hold up the yellow napkin while the edge  slightly touching the white table  ,the right hand adjusts the right rolled side while left hand holds the yellow napkin  ,the left hand side adjusts the left rolled side while the right hand holds the yellow napkin,both hand hold the yellow napkin in a heart shape and place it on the pale yellow dish.",The right hand repeatedly pulls out folded corners from the yellow napkin to shape the petals while the left hand holds the center steady on the white table.
019e1288-2ff0-7da9-be0c-bc9d88328ead,da3cc344-1d29-423e-bc85-db03a55b0d05,fold napkin into flower,SUBMITTED,5294,199.567,199.567,21,critical,11,11,01:16.000,01:57.333,76.000,117.333,13,13,01:34.556,01:45.334,94.556,105.334,94.556,105.334,10.778,"Both hands slide yellow napkin on the white table,spread it on the white table,fold the yellow napkin into triangular shape,the right hand grasps and fold the bottom right edge while left hand rests on yellow napkin,the left hand grasps and fold  the bottom left edge while right hand rests on the folded right edge,both hands rotates the the folded edges to the left side,both hands fold the buttom edge into rolls,right hand holds the folded roll  and rotates the napkin  to the right while the left hand remains idle, the left hand roll the bottom folded edge with the help of right hand thumb,both hands fold the rolls together,adjust the folded rolls,hold the yellow napkin up,flip it over on the white table and roll the rolled side upwards halfway,rotate the yellow napkin on the white table and  hold up the yellow napkin while the edge  slightly touching the white table,the right hand adjusts the right rolled side while left hand holds the yellow napkin,the left hand side adjusts the left rolled side while the right hand holds the yellow napkin,both hand hold the yellow napkin in a heart shape and place it on the pale yellow dish.",The right hand pulls flaps out from underneath the yellow napkin to form petals while the left hand holds the center steady.
019e1288-2ff0-7da9-be0c-bc9d88328ead,da3cc344-1d29-423e-bc85-db03a55b0d05,fold napkin into flower,SUBMITTED,5294,199.567,199.567,21,critical,11,11,01:16.000,01:57.333,76.000,117.333,14,14,01:45.334,01:56.000,105.334,116.000,105.334,116.000,10.666,"Both hands slide yellow napkin on the white table,spread it on the white table,fold the yellow napkin into triangular shape,the right hand grasps and fold the bottom right edge while left hand rests on yellow napkin,the left hand grasps and fold  the bottom left edge while right hand rests on the folded right edge,both hands rotates the the folded edges to the left side,both hands fold the buttom edge into rolls,right hand holds the folded roll  and rotates the napkin  to the right while the left hand remains idle, the left hand roll the bottom folded edge with the help of right hand thumb,both hands fold the rolls together,adjust the folded rolls,hold the yellow napkin up,flip it over on the white table and roll the rolled side upwards halfway,rotate the yellow napkin on the white table and  hold up the yellow napkin while the edge  slightly touching the white table,the right hand adjusts the right rolled side while left hand holds the yellow napkin,the left hand side adjusts the left rolled side while the right hand holds the yellow napkin,both hand hold the yellow napkin in a heart shape and place it on the pale yellow dish.",The right hand pulls corners outwards from the center of the yellow napkin to form petals while the left hand presses down firmly on the center.
